name,is_classical,choice_depth,split
descPochhammer_eval_div_factorial_le_sum_choose,1,3,classical_heldout
Finsupp.image_fst_graph,1,2,classical_heldout
LipschitzWith.ae_differentiableAt_of_real,1,4,classical_heldout
CommRingCat.nontrivial_of_isPushout_of_isField,1,3,classical_heldout
FloorSemiring.eventually_mul_pow_lt_factorial_sub,1,8,classical_heldout
dvd_pow_pow_sub_self_of_dvd,1,14,classical_heldout
IsAdjoinRoot.algEquiv_apply_map,1,6,classical_heldout
CochainComplex.mappingCone.inl_v_d,1,4,classical_heldout
WeierstrassCurve.map_b₄,0,,test
HomotopicalAlgebra.weakEquivalence_iff_of_objectProperty,0,,train
SimpleGraph.Iso.minDegree_eq,1,5,classical_heldout
MeromorphicOn.divisor_zpow,1,2,classical_heldout
PowerSeries.WithPiTopology.summable_prod_of_tendsto_order_atTop_nhds_top,1,4,classical_heldout
tprod_eq_tprod_primes_of_mulSupport_subset_prime_powers,1,4,classical_heldout
binomialSeries_eq_ordinaryHypergeometricSeries,1,6,classical_heldout
QuadraticMap.associated_prod,0,,train
Module.exists_smul_eq_zero_and_mk_eq,1,4,classical_heldout
Matrix.det_add_replicateCol_mul_replicateRow,1,4,classical_heldout
RingHom.charP,1,4,classical_heldout
exists_ne_zero_dotProduct_eq_zero,1,2,classical_heldout
Module.finite_iff_krullDimLE_zero,1,5,classical_heldout
Complex.continuousAt_tan,1,4,classical_heldout
SimpleGraph.Walk.isSubwalk_toWalk_iff_mem_edges,0,,train
Fin.image_natAdd_Ioi,0,,train
ContDiffAt.hasStrictFDerivAt',1,4,classical_heldout
DyckWord.nest_insidePart_add_outsidePart,1,7,classical_heldout
LiouvilleNumber.aux_calc,1,3,classical_heldout
PeriodPair.weierstrassPExcept_eq_tsum,1,3,classical_heldout
isReduced_of_injective,1,5,classical_heldout
Matroid.Indep.insert_isCircuit_of_forall,1,4,classical_heldout
BoundedContinuousFunction.coe_npowRec,1,6,classical_heldout
cauchySeq_of_edist_le_geometric_two,1,4,classical_heldout
CategoryTheory.Adjunction.CommShift.compatibilityUnit_unique_right,1,5,classical_heldout
CategoryTheory.ObjectProperty.isCodetecting_op_iff,1,6,classical_heldout
WithZero.exists_ne_zero_and_lt,0,,train
Polynomial.IsMonicOfDegree.of_dvd_add,1,5,classical_heldout
exists_deriv_eq_zero',1,2,classical_heldout
AlternatingMap.alternatizeUncurryFin_alternatizeUncurryFinLM_comp_of_symmetric,1,5,classical_heldout
Stream'.WSeq.destruct_append,0,,train
Matrix.isHermitian_iff_isSymmetric,1,5,classical_heldout
Set.range_list_map,0,,test
PresheafOfModules.freeYonedaEquiv_symm_app,1,5,classical_heldout
Multiset.coe_sigma,0,,train
Stream'.Seq.all_of_get,0,,train
MeasureTheory.Measure.mutuallySingular_compProd_left_iff,1,3,classical_heldout
map_equiv_removeNone,0,,train
MvPolynomial.coeff_X,1,2,classical_heldout
MeasureTheory.union_ae_eq_univ_of_ae_eq_univ_right,0,,train
List.takeWhile₂_eq_takeWhile₂TR,0,,train
Matrix.det_reindex,1,7,classical_heldout
List.prod_map_ite,0,,train
LinearMap.isSymm_iff_isHermitian_toMatrix,1,5,classical_heldout
MvPowerSeries.isWeightedHomogeneous_weightedHomogeneousComponent,1,3,classical_heldout
SchwartzMap.norm_pow_mul_le_seminorm,1,4,classical_heldout
AlgebraicGeometry.sigmaι_eq_iff,1,4,classical_heldout
AlgebraicGeometry.IsLocalIso.le_of_isZariskiLocalAtSource,1,5,classical_heldout
IsSimpleModule.finrank_eq_one_of_isMulCommutative,1,3,classical_heldout
Fin.cycleRange_apply,0,,train
PowerSeries.substAlgHom_coe,1,4,classical_heldout
Matrix.conjTranspose_kroneckerTMul,0,,train
Nonneg.toNonneg_le,0,,train
Units.inv_eq_of_mul_eq_one_right,0,,train
Filter.smallSets_bot,0,,train
WeierstrassCurve.Projective.negAddY_neg,1,6,classical_heldout
egauge_zero_right,0,,train
Filter.EventuallyEq.extDerivWithin_eq_of_insert,1,4,classical_heldout
Multiset.powersetCard_mono,0,,test
SimpleGraph.Walk.support_rotate,0,,val
Equiv.Perm.IsCycle.isConj,1,3,classical_heldout
Matroid.contract_restrict_eq_restrict_contract,1,3,classical_heldout
Array.SatisfiesM_mapFinIdxM,0,,train
IsTensorProduct.map_comp,1,7,classical_heldout
MeasurableSet.iUnion,1,4,classical_heldout
MeasureTheory.StronglyMeasurable.integral_prod_right',1,3,classical_heldout
WeierstrassCurve.map_c₄,0,,train
List.Vector.scanl_get,0,,train
MeasurableSet.of_union_cover,1,6,classical_heldout
AlgebraicGeometry.Scheme.isNilpotent_iff_basicOpen_eq_bot_of_isCompact,1,4,classical_heldout
Mathlib.Tactic.Monoidal.naturality_inv,0,,train
Even.sub_odd,0,,test
tsum_geometric_inv_two_ge,1,3,classical_heldout
Convex.thickening,1,4,classical_heldout
WeierstrassCurve.Projective.eval_polynomialY,1,4,classical_heldout
IsLinearSet.add,1,4,classical_heldout
Char.card_pow_card,1,3,classical_heldout
Nat.totient_dvd_of_dvd,1,3,classical_heldout
IsLowerSet.exists_subset_ball,1,3,classical_heldout
CategoryTheory.Functor.IsCoverDense.functorPullback_pushforward_covering,0,,test
FirstOrder.Language.ElementaryEmbedding.map_boundedFormula,1,2,classical_heldout
MeasureTheory.Lp.memLp_of_cauchy_tendsto,1,5,classical_heldout
SeparationQuotient.t1Space_iff,1,8,classical_heldout
TendstoUniformlyOnFilter.tendsto_at,0,,train
CompleteOrthogonalIdempotents.single,1,7,classical_heldout
FirstOrder.Language.Theory.CompleteType.setOf_subset_eq_univ_iff,0,,train
Submodule.spanRank_span_le_card,1,4,classical_heldout
jacobiSym.list_prod_right,1,6,classical_heldout
CategoryTheory.Functor.hasPointwiseRightDerivedFunctor_of_inverts,1,4,classical_heldout
Polynomial.degree_wronskian_lt_add,1,4,classical_heldout
MeasureTheory.FiniteMeasure.map_apply_of_aemeasurable,1,5,classical_heldout
ZetaAsymptotics.tendsto_riemannZeta_sub_one_div_Gammaℝ,1,4,classical_heldout
Finset.insert_inj_on',0,,train
CategoryTheory.Limits.FormalCoproduct.hom_ext_iff,0,,train
CategoryTheory.ObjectProperty.ind_iff_exists,1,3,classical_heldout
List.reduceOption_replicate_none,0,,train
groupCohomology.d₀₁_eq_zero,0,,train
Set.Ici.pred_eq_of_not_isMin,1,3,classical_heldout
SimpleGraph.Coloring.even_length_iff_congr,1,3,classical_heldout
MeasureTheory.SimpleFunc.lintegral_map',1,4,classical_heldout
IsIntegral.of_mul_unit,1,6,classical_heldout
ProbabilityTheory.Kernel.rnDeriv_eq_top_iff,1,3,classical_heldout
Filter.seq_pure,0,,train
Subgroup.discrete_iff_cyclic,1,5,classical_heldout
LSeries.abscissaOfAbsConv_le_of_forall_lt_LSeriesSummable,1,6,classical_heldout
ProbabilityTheory.iCondIndep_iff,1,4,classical_heldout
Dynamics.IsDynCoverOf.coverEntropyEntourage_le_log_card_div,1,5,classical_heldout
ArchimedeanClass.add_left_cancel_of_ne_top,1,3,classical_heldout
sub_inv_antitoneOn_Icc_right,1,2,classical_heldout
Set.exists_ne_of_one_lt_encard,1,3,classical_heldout
FirstOrder.Language.presburger.definable₁_iff_ultimately_periodic,1,3,classical_heldout
SimpleGraph.neighborSet_union_compl_neighborSet_eq,1,3,classical_heldout
List.take_succ_drop,0,,train
Polynomial.Chebyshev.map_S,1,7,classical_heldout
List.pmap_prev_eq_rotate_length_sub_one,1,8,classical_heldout
Polynomial.not_separable_zero,1,7,classical_heldout
CategoryTheory.Adjunction.map_restrictFullyFaithful_counit_app,0,,train
FractionalIdeal.le_one_iff_exists_coeIdeal,0,,train
Filter.Subsingleton.exists_eq_pure,1,5,classical_heldout
Subgroup.index_inf_ne_zero,1,7,classical_heldout
image_subset_closure_compl_image_compl_of_isOpen,1,4,classical_heldout
Order.height_le_krullDim,1,5,classical_heldout
parallelogram_law_with_norm_mul,1,5,classical_heldout
Set.einfsep_insert,0,,train
String.Pos.Raw.valid_rawEndPos,1,10,classical_heldout
tprod_eq_finprod,1,2,classical_heldout
MeasureTheory.Integrable.smul_of_top_left,1,5,classical_heldout
Nat.gcd_eq_gcd_ab,0,,train
MeasureTheory.IsFundamentalDomain.measure_zero_of_invariant,1,3,classical_heldout
ExistsContDiffBumpBase.y_eq_zero_of_notMem_ball,1,3,classical_heldout
dense_iff_inter_open,1,4,classical_heldout
MeasureTheory.Measure.setLIntegral_compProd,1,4,classical_heldout
AffineIndependent.existsUnique_dist_eq,1,2,classical_heldout
Polynomial.smul_mem_lifts,1,7,classical_heldout
IntermediateField.LinearDisjoint.lift_rank_right_mul_lift_adjoin_rank_eq_of_isAlgebraic,1,3,classical_heldout
IsUpperSet.image,0,,test
ProbabilityTheory.evariance_eq_top,1,3,classical_heldout
ProbabilityTheory.setLIntegral_condDistrib_of_measurableSet,1,4,classical_heldout
IsSimpleGroup.derivedSeries_succ,0,,train
Complex.HadamardThreeLines.interpStrip_scale,1,4,classical_heldout
IsCyclic.ext,1,4,classical_heldout
EReal.abs_mul,1,3,classical_heldout
MeasureTheory.TendstoInDistribution.prodMk_of_tendstoInMeasure_const,1,3,classical_heldout
Finset.prod_Icc_of_even_eq_range,1,6,classical_heldout
MeasureTheory.integral_norm_le_of_forall_fin_meas_integral_eq,1,4,classical_heldout
SimpleGraph.Walk.IsPath.mem_support_iff_exists_append,1,3,classical_heldout
Matrix.inv_mul_eq_iff_eq_mul_of_invertible,1,4,classical_heldout
Matrix.cons_vecAlt0,0,,train
Metric.cthickening_eq_iInter_thickening',1,6,classical_heldout
schnirelmannDensity_le_of_notMem,1,3,classical_heldout
Nat.add_factorial_succ_le_factorial_add_succ,0,,train
DerivedCategory.exists_iso_Q_obj_of_isGE_of_isLE,1,3,classical_heldout
List.Ico.append_consecutive,0,,train
boundedSub_of_lipschitzWith_sub,1,9,classical_heldout
IsSemilinearSet.isProperSemilinearSet,1,3,classical_heldout
Finset.product_singleton,0,,train
Nat.card_of_subsingleton,1,7,classical_heldout
groupoid_of_pregroupoid_le,0,,train
FreeGroup.toWord_of_pow,0,,val
Matrix.BlockTriangular.det_fintype,1,4,classical_heldout
Fintype.linearIndependent_iffₒₛ,1,3,classical_heldout
Setoid.ext,0,,train
isOpen_setOf_eventually_nhdsWithin,1,6,classical_heldout
RingHom.IsStandardSmoothOfRelativeDimension.comp,1,5,classical_heldout
Module.injOn_dualMap_subtype_span_range_range,1,6,classical_heldout
ProbabilityTheory.eqOn_complexMGF_of_mgf',1,3,classical_heldout
MvPolynomial.vanishingIdeal_zeroLocus_eq_radical,1,4,classical_heldout
Complex.Gammaℝ_one,1,4,classical_heldout
NNRat.intFloor_cast,1,7,classical_heldout
CategoryTheory.InjectiveResolution.extEquivCohomologyClass_extMk,1,5,classical_heldout
HomologicalComplex.d_pOpcycles,1,2,classical_heldout
CategoryTheory.ShiftedHom.opEquiv'_symm_op_opShiftFunctorEquivalence_counitIso_inv_app_op_shift,0,,train
MeasureTheory.lintegral_eq_lintegral_meas_lt,1,3,classical_heldout
CategoryTheory.ObjectProperty.isSeparating_op_iff,0,,train
Polynomial.integralNormalization_coeff_mul_leadingCoeff_pow,1,3,classical_heldout
Real.abs_log_mul_self_lt,1,3,classical_heldout
MulAction.is_one_preprimitive_iff,1,7,classical_heldout
AkraBazziRecurrence.dist_r_b',1,3,classical_heldout
MeasureTheory.ae_eq_of_ae_le_of_lintegral_le,1,4,classical_heldout
Polynomial.degree_X_add_C,1,3,classical_heldout
schwartz_withSeminorms,1,4,classical_heldout
DirichletCharacter.LFunction_modOne_eq,1,6,classical_heldout
ringKrullDim_quotient_span_singleton_succ_eq_ringKrullDim_of_mem_jacobson,1,6,classical_heldout
Submodule.piQuotientLift_single,1,4,classical_heldout
Chebyshev.theta_eq_log_primorial,1,3,classical_heldout
Real.floor_logb_natCast,1,3,classical_heldout
Real.sin_le,1,4,classical_heldout
CategoryTheory.GradedObject.single_map_singleObjApplyIsoOfEq_hom,1,5,classical_heldout
ProbabilityTheory.tendsto_integral_truncation,1,3,classical_heldout
equicontinuousAt_iff_continuousAt,0,,val
Polynomial.lift_of_splits,1,2,classical_heldout
OrderRingHom.apply_eq_self,1,6,classical_heldout
Matrix.mulVec_injective_iff,1,8,classical_heldout
ENNReal.add_sub_add_eq_sub_right,1,6,classical_heldout
Manifold.IsImmersionAtOfComplement.mk_of_charts,1,13,classical_heldout
Set.Finite.supClosure,1,2,classical_heldout
Algebra.FormallyUnramified.iff_exists_tensorProduct,1,3,classical_heldout
groupHomology.mapShortComplexH1_zero,1,3,classical_heldout
CharP.cast_eq_iff_mod_eq,1,4,classical_heldout
Polynomial.Separable.of_pow',1,7,classical_heldout
Polynomial.bernoulli_succ_eval,1,5,classical_heldout
LinearPMap.le_closure,1,2,classical_heldout
MeasureTheory.L2.inner_indicatorConstLp_eq_setIntegral_inner,1,3,classical_heldout
Set.forall_subset_range_iff,0,,val
MeasureTheory.measure_union_add_inter,1,7,classical_heldout
NNReal.natCast_iInf,1,3,classical_heldout
Matroid.IsBasis.isBasis_of_isBasis_of_subset_of_subset,1,5,classical_heldout
CategoryTheory.Grothendieck.eqToHom_eq,0,,val
HasProd.sigma,1,2,classical_heldout
CommRingCat.HomTopology.isEmbedding_hom,0,,train
Finset.max_eq_bot,1,4,classical_heldout
MeasureTheory.ofReal_toReal_ae_eq,1,5,classical_heldout
AlgebraicGeometry.RingedSpace.isUnit_res_of_isUnit_germ,1,4,classical_heldout
dvd_mul,0,,train
ZMod.inv_zero,0,,train
Module.Basis.prod_addHaar,1,4,classical_heldout
Commute.tsum_right,1,2,classical_heldout
MeasureTheory.condExpL1_of_aestronglyMeasurable',1,3,classical_heldout
MeasureTheory.eLpNorm_indicator_le,1,4,classical_heldout
MeasureTheory.Measure.singularPart_eq_self,1,3,classical_heldout
Orientation.oangle_rotation_right,1,4,classical_heldout
Complex.eventually_eq_or_eq_zero_of_isLocalMin_norm,1,3,classical_heldout
CategoryTheory.Presheaf.isLocallyInjective_iff_injective_of_separated,0,,train
Polynomial.Chebyshev.eval_T_real_eq_one_iff,1,3,classical_heldout
MeasureTheory.integral_le_measure,1,2,classical_heldout
meromorphicTrailingCoeffAt_congr_nhdsNE,1,2,classical_heldout
Equiv.Perm.signAux_mul,0,,train
rank_dual_eq_card_dual_of_aleph0_le_rank',1,4,classical_heldout
SimpleGraph.Walk.isSubwalk_nil_iff,0,,train
Zsqrtd.nonneg_smul,0,,val
List.injOn_insertIdx_index_of_notMem,0,,train
multipliable_const_iff,1,3,classical_heldout
MeasureTheory.integrableAtFilter_atBot_iff,1,9,classical_heldout
PerfectClosure.natCast,1,10,classical_heldout
AbsoluteValue.eq_on_nat_iff_eq_on_int,1,4,classical_heldout
RootPairing.EmbeddedG2.pairing_long_short,1,5,classical_heldout
Order.le_succ_and_le_iff,1,4,classical_heldout
Matrix.IsDiag.isSymm,1,2,classical_heldout
MeasureTheory.aemeasurable_of_pdf_ne_zero,1,4,classical_heldout
Right.inv_pos,0,,test
Matroid.sum_indep_iff,0,,train
Behrend.bound,1,3,classical_heldout
Module.Basis.ext_multilinear,1,2,classical_heldout
Path.Homotopy.hcomp_half,1,3,classical_heldout
IsAtom.ne_iff_eq_bot,1,4,classical_heldout
Nat.psub_add,0,,train
CategoryTheory.Over.μ_pullback_left_fst_fst,1,4,classical_heldout
Bornology.isVonNBounded_biUnion,0,,train
isClosed_and_discrete_iff,1,2,classical_heldout
Finset.expect_le,1,7,classical_heldout
Ordinal.bsup_succ_le_blsub,1,3,classical_heldout
PhragmenLindelof.quadrant_IV,1,5,classical_heldout
CochainComplex.HomComplex.Cochain.shift_neg,0,,train
MeasureTheory.MeasurePreserving.comp_right_iff,1,7,classical_heldout
Set.center_units_subset,1,6,classical_heldout
Algebra.discr_zero_of_not_linearIndependent,1,2,classical_heldout
AlgebraicGeometry.ProjectiveSpectrum.StructureSheaf.SectionSubring.mul_mem',0,,train
CochainComplex.HomComplex.Cochain.leftShift_smul,0,,train
Complex.arg_eq_neg_pi_div_two_iff,1,4,classical_heldout
PowerSeries.derivativeFun_mul,1,4,classical_heldout
Nat.size_bit,0,,train
List.Vector.mem_of_mem_tail,0,,val
exists_or_forall_not,1,5,classical_heldout
InformationTheory.klDiv_of_not_integrable,1,2,classical_heldout
Combinatorics.Subspace.coe_injective,1,2,classical_heldout
Polynomial.mirror_natTrailingDegree,1,2,classical_heldout
Continuous.uniformContinuous_of_tendsto_cocompact,1,2,classical_heldout
Orientation.angle_eq_iff_oangle_eq_of_sign_eq,1,3,classical_heldout
ENNReal.ofReal_le_iff_le_toReal,1,6,classical_heldout
LipschitzWith.edist_iterate_succ_le_geometric,0,,train
essSup_mono_measure,0,,train
Polynomial.degree_le_degree,1,2,classical_heldout
IsCompact.mul_closure_one_eq_closure,1,6,classical_heldout
Matrix.det_diagonal,1,3,classical_heldout
List.splitBy_append,1,6,classical_heldout
Module.FaithfullyFlat.lTensor_reflects_triviality,1,6,classical_heldout
Finset.prod_eq_mul_of_mem,1,3,classical_heldout
MvPolynomial.degrees_mul_le,1,2,classical_heldout
MeasureTheory.ae_enorm_le_bound,1,8,classical_heldout
Filter.BoundedAtFilter.mul,1,4,classical_heldout
Finset.cons_induction,0,,val
Ordinal.add_le_add_iff_right,1,4,classical_heldout
Polynomial.Monic.as_sum,1,7,classical_heldout
ContDiffBump.support_normed_eq,1,4,classical_heldout
neg_convexOn_iff,0,,train
Matrix.cons_vecMul,0,,train
CategoryTheory.Abelian.LeftResolution.chainComplexMap_id,1,5,classical_heldout
Polynomial.eval_monomial_one_add_sub,1,6,classical_heldout
Set.InjOn.image_iInter_eq,1,3,classical_heldout
Finset.sup_mem_of_nonempty,1,2,classical_heldout
CategoryTheory.LocalizerMorphism.isLeftDerivabilityStructure_iff_op,1,3,classical_heldout
RatFunc.num_denom_add,1,3,classical_heldout
Multiset.revzip_powersetAux_lemma,0,,train
groupCohomology.cocycles₂_map_one_snd,0,,train
InformationTheory.integral_llr_add_sub_measure_univ_nonneg,1,4,classical_heldout
Computation.LiftRelRec.lem,0,,val
meromorphicOrderAt_const_ofNat,1,3,classical_heldout
SchwartzMap.isBigO_cocompact_rpow,1,3,classical_heldout
exists_smul_notMem_of_subset_orbit_closure,1,5,classical_heldout
lowerClosure_singleton,0,,train
MeasureTheory.measure_null_of_locally_null,1,2,classical_heldout
IsSemilinearSet.definable,1,3,classical_heldout
PrimeSpectrum.isClopen_iff_mul_add,1,5,classical_heldout
LinearMap.toMatrix₂_basisFun,1,5,classical_heldout
measurable_findGreatest,1,3,classical_heldout
Algebra.FormallyUnramified.ext_of_iInf,1,7,classical_heldout
Seminorm.ball_zero',0,,train
CategoryTheory.ComposableArrows.Exact.exact',0,,train
SeparationQuotient.postcomp_mkCLM_surjective,1,5,classical_heldout
Real.Angle.sin_eq_real_sin_iff_eq_or_add_eq_pi,1,4,classical_heldout
Finset.pairwiseDisjoint_range_singleton,0,,train
Ideal.comap_map_eq_self_of_faithfullyFlat,1,9,classical_heldout
Equiv.Perm.IsCycleOn.extendDomain,0,,train
AlgebraicTopology.DoldKan.PInfty_f_comp_QInfty_f,1,6,classical_heldout
Matroid.ext_closure,1,3,classical_heldout
Metric.diam_thickening_le,1,2,classical_heldout
ContinuousMultilinearMap.mkPiRing_zero,1,5,classical_heldout
LinearPMap.inverse_closure,1,3,classical_heldout
MeasureTheory.Measure.map_smul,1,2,classical_heldout
Fin.insertNth_comp_rev,0,,val
upperCentralSeries_one,0,,train
Bornology.IsVonNBounded.closure,1,5,classical_heldout
Matroid.coloops_indep,1,9,classical_heldout
UniqueMul.iff_existsUnique,0,,train
SimplexCategory.morphismProperty_eq_top,1,5,classical_heldout
WType.leftInverse_nat,0,,train
Nat.digit_sum_le,1,7,classical_heldout
FormalMultilinearSeries.hasFPowerSeriesOnBall,1,4,classical_heldout
isSaddlePointOn_value,0,,train
Matrix.replicateRow_add,0,,train
CategoryTheory.MorphismProperty.inverseImage_equivalence_inverse_eq_map_functor,1,7,classical_heldout
SymmetricPower.smul,1,2,classical_heldout
CategoryTheory.IsUniversalColimit.of_iso,1,4,classical_heldout
MeasureTheory.Content.innerContent_pos_of_is_mul_left_invariant,1,4,classical_heldout
Function.Injective.tprod_eq,1,2,classical_heldout
List.prod_eq_one_iff,0,,train
Subgroup.mem_closure_singleton,0,,test
cauchy_product,1,4,classical_heldout
CategoryTheory.eqToHom_iso_hom_naturality,0,,train
Submodule.restrictScalars_sInf,0,,train
closure_Ioi',1,9,classical_heldout
MvPowerSeries.WithPiTopology.variables_tendsto_zero,1,2,classical_heldout
CategoryTheory.Subgroupoid.inclusion_faithful,0,,train
MonomialOrder.degree_sub_of_lt,1,4,classical_heldout
Polynomial.exists_eval_ne_zero_of_natDegree_lt_card,1,4,classical_heldout
map_rootsOfUnity,0,,train
NumberField.mixedEmbedding.fundamentalCone.closure_paramSet_ae_interior,1,2,classical_heldout
HasProdLocallyUniformlyOn.exists_hasProdUniformlyOn,1,6,classical_heldout
Finset.Nonempty.pow,0,,train
IsCoprime.of_mul_left_right,0,,train
Complex.liouville_theorem_aux,1,3,classical_heldout
RingHom.Smooth.isStableUnderBaseChange,1,5,classical_heldout
NonemptyFinLinOrd.epi_iff_surjective,1,4,classical_heldout
card_le_of_injective',1,5,classical_heldout
CategoryTheory.Presieve.isSheafFor_of_nat_equiv,1,5,classical_heldout
AlgebraNorm.extends_norm,1,10,classical_heldout
CategoryTheory.Functor.ιColimitType_eq_iff_of_isFiltered',1,5,classical_heldout
NNRat.cast_divNat_of_ne_zero,0,,train
List.eq_or_mem_of_mem_insertIdx,0,,train
MeasureTheory.mul_le_addHaar_image_of_lt_det,1,2,classical_heldout
MonoidAlgebra.mapRangeRingHom_single,1,3,classical_heldout
EulerSine.integral_cos_mul_cos_pow,1,3,classical_heldout
Metric.mem_cthickening_of_dist_le,1,7,classical_heldout
Polynomial.X_sub_C_dvd_derivative_of_X_sub_C_dvd_divByMonic,1,4,classical_heldout
ProbabilityTheory.condExp_zero_or_one_of_measurableSet_limsup,1,3,classical_heldout
AnalyticOnNhd.isClopen_setOf_analyticOrderAt_eq_top,1,2,classical_heldout
FirstOrder.Language.Theory.CompleteType.toList_foldr_inf_mem,1,5,classical_heldout
Stream'.Seq.nil_append,0,,train
List.tfae_cons_of_mem,0,,test
ContinuousAt.comp₂_continuousWithinAt_of_eq,0,,train
egauge_add_add_le,1,4,classical_heldout
SkyscraperPresheafFunctor.map'_comp,1,5,classical_heldout
VectorField.mpullbackWithin_zero,1,3,classical_heldout
IsLprojection.Lcomplement,1,9,classical_heldout
MeasureTheory.SimpleFunc.map_lintegral,1,2,classical_heldout
Cardinal.natCast_toNat_le,1,3,classical_heldout
tangentConeAt_mono_nhds,0,,val
LieAlgebra.zeroRootSubalgebra_eq_iff_is_cartan,1,8,classical_heldout
Submodule.coe_finsetInf,1,3,classical_heldout
OrderIso.isLUB_image,0,,train
Submodule.LinearDisjoint.of_basis_left',1,2,classical_heldout
eq_finite_iUnion_of_isTopologicalBasis_of_isCompact_open,1,2,classical_heldout
ContinuousLinearMap.orthogonal_range,1,4,classical_heldout
Real.isLittleO_pow_logb_id_atTop,1,4,classical_heldout
IsSMulRegular.not_zero_iff,1,3,classical_heldout
Char.isUpper_toLower_eq_false,0,,test
Ideal.ramificationIdx_eq_of_isGaloisGroup,1,4,classical_heldout
CategoryTheory.GradedObject.mapBifunctorMapObj_ext,1,5,classical_heldout
IsRealClosed.exists_eq_zpow_of_isSquare,1,7,classical_heldout
harmonic_pos,1,6,classical_heldout
Real.sInf_nonpos',1,2,classical_heldout
CategoryTheory.IsHomLift.lift_eqToHom_comp_iff,0,,train
Derivation.tensorProductTo_mul,0,,test
Fin.append_castAdd_natAdd,0,,train
ProbabilityTheory.Kernel.comap_sectR,1,4,classical_heldout
Booleanisation.comp_le_comp,0,,train
BoxIntegral.Integrable.tendsto_integralSum_sum_integral,1,3,classical_heldout
Even.eq_of_totient_eq_totient,1,5,classical_heldout
EReal.toReal_le_toReal,0,,train
IsGaloisGroup.of_isFractionRing,1,3,classical_heldout
wittPolynomial_vars,1,3,classical_heldout
Set.union_star_self_comm,0,,train
mem_leftCoset_iff,0,,train
analyticOrderAt_smul_eq_top_of_left,1,3,classical_heldout
Ordinal.iterate_omega0_opow_lt_epsilon_zero,1,4,classical_heldout
orderOf_lt_card,1,2,classical_heldout
WeierstrassCurve.Projective.addX_of_X_eq,1,6,classical_heldout
MvPolynomial.eval₂_assoc,1,4,classical_heldout
Order.Ioo_eq_empty_iff_pred_le,1,5,classical_heldout
MeasurableSpace.cardinal_generateMeasurableRec_le,1,4,classical_heldout
CategoryTheory.GrothendieckTopology.CoversTop.ext,0,,train
IsFractionRing.isInteger_of_isUnit_den,1,4,classical_heldout
Nat.preimage_Ici,0,,train
Nat.Primes.summable_rpow,1,3,classical_heldout
Euclidean.nhds_basis_ball,1,4,classical_heldout
Matrix.TransvectionStruct.det_toMatrix_prod,1,5,classical_heldout
StrictMonoOn.congr,0,,val
Polynomial.mul_X_comp,1,6,classical_heldout
IsClosed.HasSeparatingCover,1,3,classical_heldout
CategoryTheory.Subobject.ofMkLEMk_comp_ofMkLE,1,6,classical_heldout
HahnSeries.addOppositeEquiv_support,0,,train
LieHom.coe_injective,0,,test
CategoryTheory.Abelian.Ext.biprod_ext,1,3,classical_heldout
hasMFDerivWithinAt_insert,1,4,classical_heldout
MultilinearMap.dfinsuppFamily_smul,0,,val
IsDedekindDomain.HeightOneSpectrum.intValuation_le_pow_iff_dvd,1,2,classical_heldout
Nat.pow_sub_lt_descFactorial,0,,train
Filter.Tendsto.isCompact_insert_range_of_cocompact,1,2,classical_heldout
IsLocalization.mk'_add,1,7,classical_heldout
IsFoelner.amenable,1,4,classical_heldout
MultilinearMap.map_sum_finset_aux,1,3,classical_heldout
Fintype.sum_piFinset_apply,1,2,classical_heldout
Projectivization.finrank_submodule,1,5,classical_heldout
zorn_le_nonempty_Ici₀,1,5,classical_heldout
Tactic.ComputeAsymptotics.Seq.gcorec_some,1,4,classical_heldout
IsLocalMax.fderiv_eq_zero,1,2,classical_heldout
CategoryTheory.Functor.additive_of_full_essSurj_comp,1,3,classical_heldout
IsModuleTopology.continuous_of_distribMulActionHomₑ,0,,val
MeasureTheory.lowerCrossingTime_le_upperCrossingTime_succ,1,3,classical_heldout
MeasureTheory.withDensity_inv_same₀,1,5,classical_heldout
lift_cardinalMk_eq_lift_cardinalMk_field_pow_lift_rank,1,4,classical_heldout
lipschitz_with_lipschitz_const_mul,1,4,classical_heldout
Module.End.exists_eigenvalue,1,4,classical_heldout
NumberField.mixedEmbedding.logMap_real_smul,1,3,classical_heldout
Int.negOnePow_eq_neg_one_iff,1,11,classical_heldout
SimpleGraph.TripartiteFromTriangles.Graph.in₂₁_iff,0,,train
sdiff_sdiff_right,0,,train
hasFPowerSeriesWithinAt_iff_exists_hasFPowerSeriesAt,1,5,classical_heldout
RingHom.IsStableUnderBaseChange.localizationPreserves,1,9,classical_heldout
Finite.wellQuasiOrdered,1,5,classical_heldout
SubMulAction.ofFixingSubgroup.append_left,1,1,classical_heldout
WithTop.Ici_coe,0,,train
CategoryTheory.ShiftedHom.map_comp,0,,train
Cardinal.mk_embedding_eq_arrow_of_lift_le,1,2,classical_heldout
Submodule.FG.finite_generators,1,4,classical_heldout
ENNReal.coe_zpow,1,8,classical_heldout
tendsto_birkhoffAverage_apply_sub_birkhoffAverage,1,3,classical_heldout
Odd.strictMono_pow,1,5,classical_heldout
Nat.injOn_ofDigits,0,,train
Finset.doubling_lt_three_halves,1,7,classical_heldout
ProbabilityTheory.IdentDistrib.aestronglyMeasurable_snd,1,4,classical_heldout
